"","ID","sex","race","class","major","math.level","modality","ID","AMAS.1","AMAS.2","AMAS.3","AMAS.4","AMAS.5","AMAS.6","AMAS.7","AMAS.8","AMAS.9","MEA.2","MEA.4","MEA.5","MEA.8","MLA.1","MLA.3","MLA.6","MLA.7","MLA.9","Efficacy.1","Efficacy.2","Efficacy.3","Cooperative.1","Cooperative.2","Cooperative.3","Cooperative.4","Cooperative.5","Cooperative.6","Lecture.1","Lecture.2","Lecture.3","Lecture.4","Lecture.5","Lecture.6","Lecture.7","Deductive.1","Deductive.2","Deductive.3","Deductive.4","Deductive.5","Deductive.6","Deductive.7","Inductive.1","Inductive.2","Inductive.3","Inductive.4","Inductive.5","Inductive.6","Inductive.7","Demons.1","Demons.2","Demons.3","Demons.4","Demons.5","Demons.6","Demons.7","Repet.1","Repet.2","Repet.3","Repet.4","Repet.5","Repet.6","Repet.7","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Integrate.1","Tach.1","Tach.2","Tach.3","Tach.4","Tach.5","Tach.6","Tach.8","Tach.9","Tach.10","Tach.11","Tach.12","SocialEngage.1","SocialEngage.2","SocialEngage.3","SocialEngage.8","BehaveEngage.4","BehaveEngage.5","BehaveEngage.6","BehaveEngage.7","Resource.9","Resource.10","Resource.11","Resource.12","Modality.1","Modality.2","Modality.3","Modality.4","Modality.5","Modality.6","Modality.7","Modality.8","Modality.9","Modality.10","Modality.11","Modality.12"
"523",523,"female","Black","yr3",NA,"stats","Auditory",523,2,3,2,3,2,2,1,5,3,3,3,2,5,2,2,2,1,3,2,5,4,4,1,1,1,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,4,1,2,1,5,5,1,5,5,5,5,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,4,4,1,1,1,1,1,1,3,2,1,2,3,2,1,1,2,1,3,3
"524",524,"male","other","yr4","Other","math02","Kinesthetic",524,3,5,3,5,5,5,3,5,5,5,5,5,5,3,3,5,3,5,1,5,3,3,3,3,3,3,3,4,5,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,1,1,1,3,1,1,2,1,2,2,3,2,3,1,3
"525",525,"female","Asian","yr1","Other","math01","Kinesthetic",525,3,3,1,3,5,2,2,5,2,3,3,5,5,3,1,2,2,2,3,4,3,1,2,5,1,2,2,4,4,1,3,5,3,5,4,2,3,3,4,3,2,4,4,4,3,3,2,4,5,4,2,3,3,3,4,3,2,4,3,2,3,2,3,3,2,3,3,1,3,2,2,1,1,1,2,5,2,2,2,1,3,4,4,2,3,2,1,1,1,1,1,1,3,1,1,3,3,3,2,1,2,3,3,3
"526",526,"male","white","yr4","Other","math02","Visual",526,1,3,1,3,4,2,1,2,1,3,3,4,2,1,1,2,1,1,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"527",527,"male","white","yr2","STEM","math02","Visual",527,1,2,1,3,1,1,1,1,2,2,3,1,1,1,1,1,1,2,4,2,4,1,4,4,1,5,2,5,5,5,5,5,5,4,4,4,5,3,3,3,5,4,4,4,5,4,4,4,5,5,5,5,4,5,5,4,5,4,4,5,4,3,4,4,3,4,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,1,1,1,1,3,2,2,1,2,2,1,3,2,3,3,3
"528",528,"female","white","yr2","Health","stats","Auditory",528,3,4,2,5,5,4,2,5,3,4,5,5,5,3,2,4,2,3,4,4,2,4,2,2,1,3,4,2,2,4,2,4,2,3,2,4,5,3,3,2,2,2,4,2,2,4,2,5,4,4,4,2,2,4,2,2,1,2,1,1,1,1,3,1,4,1,2,1,4,2,1,3,4,3,4,3,4,4,4,2,2,3,2,2,4,4,2,4,2,1,1,1,1,1,1,2,3,2,2,1,1,3,3,3
"529",529,"female","white","yr1","Health","stats","Kinesthetic",529,3,5,4,5,5,5,2,5,2,5,5,5,5,3,4,5,2,2,1,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,2,1,4,5,1,2,1,1,1,3,4,1,1,1,1,2,3,3,3,3,3,5,4,3,3,3,1,2,3,4,3,4,1,1,2,1,2,4,3,2,2,1,1,3,3,3,2,3,3,3
"530",530,"male","Black","yr3","Business","math02","Auditory",530,3,3,2,4,5,3,3,4,1,3,4,5,4,3,2,3,3,1,1,5,2,3,2,2,2,3,3,2,2,1,1,2,3,2,2,1,2,2,3,3,1,2,1,2,2,2,1,2,2,1,3,2,1,3,1,1,3,1,2,2,4,1,1,2,2,1,2,2,2,3,3,4,3,3,4,4,4,5,4,4,2,2,1,3,2,3,2,2,3,2,3,3,3,1,1,2,1,1,1,3,1,3,3,3
"531",531,"female","white","yr2","Other","math04","Auditory",531,2,3,2,3,3,2,1,4,1,3,3,3,4,2,2,2,1,1,4,2,4,4,3,3,3,2,3,3,2,3,3,4,3,2,4,3,3,4,3,2,2,3,3,3,4,4,3,4,4,3,3,2,2,3,3,3,3,4,2,2,2,1,3,3,2,2,3,2,2,2,2,2,2,2,2,4,2,3,2,2,3,4,3,3,4,3,2,3,3,2,1,1,1,2,1,3,2,2,3,3,2,3,1,1
"532",532,"female","white","yr2","STEM","math03","Kinesthetic",532,2,5,3,5,3,3,1,5,3,5,5,3,5,2,3,3,1,3,3,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,3,2,1,3,3,3,3,3,3,3,3,2,2,2,4,4,4,3,4,3,2,3,1,3,1,3,3,3,3,3,1,3,3,3,3
"533",533,"male","Asian","yr3","Business","math02","Kinesthetic",533,1,3,1,3,3,1,1,4,1,3,3,3,4,1,1,1,1,1,3,3,3,2,4,3,3,4,2,4,3,4,4,4,4,3,3,3,3,4,4,1,2,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,3,3,3,4,3,2,3,3,2,3,2,3,3,3,4,4,4,3,5,4,4,4,4,1,1,2,2,2,1,2,2,2,1,1,1,1,2,3,2,1,1,2,1,2,3,3,3
"534",534,"female","white","yr3","Other","math04","Visual",534,1,3,1,4,3,2,1,4,1,3,4,3,4,1,1,2,1,1,2,5,4,4,5,4,4,4,4,3,3,4,4,3,5,3,4,4,3,3,4,5,4,4,3,3,4,4,4,4,4,4,3,3,2,4,4,4,4,5,4,4,3,4,3,4,3,4,4,2,4,4,3,2,2,3,4,4,4,4,4,2,3,4,4,4,3,4,3,4,2,1,1,1,1,1,2,3,3,2,1,1,2,3,2,3
"535",535,"female","white","yr2","Health","stats","Kinesthetic",535,1,4,4,5,4,4,1,5,4,4,5,4,5,1,4,4,1,4,1,5,2,4,4,3,4,2,4,3,3,1,3,4,2,2,3,3,4,2,2,1,4,4,2,2,5,5,2,3,5,5,4,2,5,4,4,4,2,4,3,2,1,2,1,1,2,1,1,1,1,5,1,1,1,1,4,5,5,5,5,3,1,2,3,3,2,3,2,3,3,2,1,1,3,1,3,1,3,2,3,3,3,3,3,3
"536",536,"male","white","yr1","STEM","math04","Visual",536,1,1,1,1,2,2,1,5,1,1,1,2,5,1,1,2,1,1,4,2,4,3,4,2,2,2,4,4,2,1,4,4,4,2,4,3,4,3,2,1,2,4,4,4,3,3,3,4,4,2,2,3,3,2,4,1,4,1,4,4,4,4,1,2,1,1,2,1,2,4,4,4,5,4,4,5,4,5,4,4,1,2,2,4,3,2,1,3,1,1,1,1,2,2,2,2,3,1,3,3,2,1,3,3
"537",537,"female","white","yr2","Other","stats","Kinesthetic",537,1,3,1,3,5,2,1,5,1,3,3,5,5,1,1,2,1,1,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,2,4,4,3,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,3,1,2,2,2,2,3,3,3
"538",538,"female","white","yr1","STEM","math02","Visual",538,1,4,2,4,4,2,1,5,2,4,4,4,5,1,2,2,1,2,3,4,3,2,3,2,1,2,2,2,2,1,2,2,1,1,3,1,3,3,2,1,2,1,3,3,2,4,3,2,1,2,4,2,1,2,2,2,2,3,1,1,1,1,1,3,3,1,4,3,2,3,3,3,3,4,3,3,3,3,3,2,1,2,3,1,2,3,2,2,1,1,1,1,3,2,2,2,2,2,3,3,2,3,2,3
"539",539,NA,"white","yr2","Health","stats","Visual",539,2,3,4,3,4,5,2,4,3,3,3,4,4,2,4,5,2,3,2,4,2,1,4,2,1,3,4,2,5,2,4,4,2,2,4,2,2,2,3,1,4,4,4,3,4,4,2,3,4,5,3,2,4,3,4,3,4,4,2,1,2,3,2,3,1,2,4,3,5,2,2,4,4,2,3,3,3,2,2,2,2,1,1,1,2,1,3,1,1,2,1,4,3,2,1,2,3,2,2,2,3,3,3,2
"540",540,"female","white","yr3","Other","stats","Kinesthetic",540,2,4,3,4,4,3,4,5,3,4,4,4,5,2,3,3,4,3,2,5,2,1,1,1,1,1,1,2,3,4,2,3,3,1,4,4,3,2,4,1,2,3,3,3,3,3,2,4,4,4,4,4,2,3,4,2,2,4,3,1,2,1,2,4,1,2,1,4,3,4,4,3,3,3,3,4,3,3,4,3,4,4,4,1,2,4,3,2,3,1,1,1,3,2,1,3,2,1,2,1,1,3,3,3
"541",541,"female","white","yr1","Health","math02","Visual",541,3,4,2,4,2,3,4,2,3,4,4,2,2,3,2,3,4,3,2,4,3,3,4,2,3,4,2,1,3,4,2,4,2,4,1,4,3,2,3,4,2,1,3,4,2,2,4,2,1,3,4,2,3,4,2,1,4,2,4,3,3,2,1,3,2,3,3,4,2,5,3,4,3,4,4,3,2,3,4,4,4,2,3,2,2,3,4,4,2,4,3,3,3,2,2,2,1,2,2,2,2,1,2,2
"542",542,"female","white","yr1","STEM","math04","Auditory",542,1,3,2,3,4,1,1,4,1,3,3,4,4,1,2,1,1,1,4,2,4,4,4,4,4,3,4,5,4,3,4,5,4,3,5,4,4,3,3,3,3,4,3,5,3,4,3,4,2,5,5,3,4,5,5,4,4,5,3,4,4,5,4,3,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,4,4,2,4,3,2,1,1,3,2,1,3,1,2,1,3,2,1,1,3
"543",543,"female","white","yr2","Business","math02","Auditory",543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,2,5,4,1,3,3,4,4,4,3,4,4,1,4,1,2,3,1,1,2,2,2,4,3,4,2,4,3,3,5,3,4,5,4,2,5,5,3,4,3,5,1,3,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,4,3,2,4,1,1,1,1,1,1,2,3,3,2,1,1,1,1,3,3
"544",544,"female","white","yr1","STEM","math03","Kinesthetic",544,1,4,2,4,3,2,1,5,1,4,4,3,5,1,2,2,1,1,3,5,4,2,3,1,1,1,1,3,3,4,3,4,4,1,3,2,2,4,2,1,1,4,2,4,2,3,2,1,5,4,5,4,3,3,4,2,4,3,1,3,3,3,1,2,3,1,3,1,2,5,4,5,4,5,5,5,4,5,5,4,4,3,2,3,4,2,2,4,2,3,1,1,2,2,1,1,3,2,2,2,3,3,3,3
"545",545,"female","white","yr3","Health","stats","Visual",545,1,3,1,4,2,2,1,3,1,3,4,2,3,1,1,2,1,1,3,3,3,4,4,4,4,4,5,4,3,4,4,3,3,4,2,4,3,4,3,1,3,4,3,3,4,4,3,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,1,1,1,3,3,1,3,4,4,4,4,2,4,4,4,4,4,4,2,2,2,2,2,4,3,2,3,1,2,3,3,2,2,2,2,2,3,3,2,1,3,3
"546",546,"female","white","yr1","Other","math02","Kinesthetic",546,2,3,2,3,3,2,1,4,1,3,3,3,4,2,2,2,1,1,3,4,2,1,1,2,1,1,2,2,3,2,3,3,2,1,3,2,3,2,3,1,2,3,2,2,4,3,2,3,5,4,1,1,1,1,3,2,2,4,1,3,3,3,1,3,3,2,1,1,2,4,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,4,4,3,2,1,1,1,3,1,1,2,1,2,3,1,2,3,2,3
"547",547,"male","Black","yr3","STEM","stats","Visual",547,4,5,2,5,5,2,4,5,3,5,5,5,5,4,2,2,4,3,2,4,2,2,4,2,1,2,2,5,3,2,2,4,4,2,3,4,3,4,2,4,2,3,4,4,5,3,2,4,5,3,4,4,4,5,5,1,1,4,3,2,4,1,2,2,1,1,4,1,2,4,5,5,5,5,5,5,5,5,5,5,2,2,3,2,3,4,1,3,3,3,1,1,3,3,2,3,1,2,2,2,2,3,1,3
"548",548,"female","white","yr1","Other","stats","Visual",548,1,2,1,2,4,1,1,2,2,2,2,4,2,1,1,1,1,2,4,2,4,4,4,3,3,3,4,4,3,3,4,5,4,2,4,4,4,2,4,3,3,5,3,4,5,4,4,4,5,5,5,4,3,4,4,4,3,4,4,4,5,4,3,2,2,3,4,3,4,4,3,4,3,3,4,5,4,4,3,3,2,3,2,2,4,3,2,4,1,2,1,1,3,2,1,2,3,2,3,2,2,3,2,3
"549",549,"female","white","yr1","STEM","stats","Auditory",549,1,3,1,2,5,2,1,5,3,3,2,5,5,1,1,2,1,3,3,3,3,3,4,4,2,4,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,4,3,4,3,2,2,2,1,1,1,3,3,2,1,3,2,1,3,1
"550",550,"female","Black","yr3","Other","math04","Visual",550,1,5,1,3,4,1,1,5,3,5,3,4,5,1,1,1,1,3,5,4,5,5,4,3,4,5,5,5,3,4,2,4,5,4,4,3,5,4,5,4,5,5,4,3,4,3,2,5,4,5,2,5,4,5,5,4,4,4,3,5,5,4,5,4,5,5,5,4,4,1,1,2,2,4,2,3,3,4,4,1,4,3,4,4,4,4,1,3,3,3,1,1,1,2,1,3,1,2,3,3,2,1,2,2
"551",551,"female","white","yr2","Other","stats","Kinesthetic",551,3,5,3,4,4,2,1,4,3,5,4,4,4,3,3,2,1,3,1,5,2,4,3,3,2,3,4,3,3,4,4,4,4,2,2,3,3,3,3,2,4,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3,2,2,3,2,4,4,2,2,2,3,3,3,2,3,2,2,2,2,2,2,3,3,1,3,1,1,2,3,3,1,2,1,3,2,2,3,3,3,2,3
"552",552,"male","white","yr2","Health","stats","Visual",552,3,3,3,3,3,3,4,2,5,3,3,3,2,3,3,3,4,5,2,4,3,2,3,5,2,2,3,4,4,4,3,4,4,4,3,4,3,3,4,5,4,3,3,3,3,4,4,4,4,5,4,5,4,5,5,5,5,5,5,4,4,4,5,5,4,5,5,4,4,1,2,2,1,3,3,2,2,3,2,2,3,1,2,2,1,3,2,3,2,2,1,1,2,2,2,2,1,2,2,1,2,3,3,3
"553",553,"male","Black","yr1","Business","math03","Auditory",553,1,2,1,2,2,1,1,3,1,2,2,2,3,1,1,1,1,1,3,2,5,2,4,3,4,2,3,2,3,3,4,2,4,4,4,4,4,3,4,2,4,4,2,4,3,3,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4,3,3,2,3,3,4,4,4,4,4,5,5,5,5,4,2,3,2,2,2,3,3,3,3,3,2,3,1,1,2,1,1,1,2,2,2,1,1,1
"554",554,"female","other","yr2","STEM","stats","Auditory",554,1,3,2,4,4,2,1,3,2,3,4,4,3,1,2,2,1,2,1,2,3,3,3,3,2,4,4,4,3,3,4,4,4,3,3,3,4,4,3,2,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,2,3,3,4,4,2,2,2,2,2,2,4,3,3,3,2,4,4,3,3,3,3,2,3,4,2,3,1,3,1,1,2,1,2,1,2,3,1,3,3
"555",555,"female","white","yr3","Other","math04","Kinesthetic",555,1,2,1,2,4,3,1,4,1,2,2,4,4,1,1,3,1,1,4,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,3,3,4,4,5,4,4,3,3,4,3,4,4,4,4,4,4,4,2,3,4,2,3,3,3,2,2,2,2,2,2,4,3,4,2,2,3,3,3,3,3,2,3,3,3,2,1,1,2,2,1,1,3,2,1,1,3,3,3,3
"556",556,"female","white","yr2","Other","math01","Auditory",556,2,3,1,3,2,2,1,5,1,3,3,2,5,2,1,2,1,1,2,5,2,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,1,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,4,4,4,4,4,5,5,5,5,5,5,5,3,3,2,3,3,3,2,3,3,3,2,1,3,1,1,1,3,2,1,1,2,3,2,1
"557",557,"female","Asian","yr1","Other","math01","Auditory",557,1,3,1,4,4,3,1,5,3,3,4,4,5,1,1,3,1,3,4,3,4,2,3,4,2,4,4,5,4,3,4,4,4,3,4,3,4,4,4,2,4,4,2,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,3,3,2,4,4,3,3,3,4,4,3,2,4,4,4,4,2,2,2,2,2,3,4,3,3,2,1,1,1,1,1,1,1,2,1,1,3,2,1,3,3
"558",558,"male","white","yr3","Other","math02","Kinesthetic",558,3,4,4,5,5,5,4,5,5,4,5,5,5,3,4,5,4,5,1,5,1,2,3,1,2,2,4,2,4,4,3,4,3,1,3,1,2,1,2,1,3,4,2,2,5,5,4,3,4,5,3,4,3,4,4,4,1,4,4,3,5,4,3,2,3,2,4,1,2,2,1,1,1,3,4,5,5,3,5,5,2,2,3,1,2,3,2,3,2,1,3,1,3,2,1,1,3,2,3,3,2,2,1,3
"559",559,"male","white","yr1","Other","stats","Visual",559,2,4,1,4,3,2,1,5,2,4,4,3,5,2,1,2,1,2,3,2,1,2,2,1,2,1,1,4,4,4,4,5,4,4,3,4,4,1,3,1,1,4,1,5,5,5,3,5,5,5,5,1,4,5,5,2,1,4,2,1,2,1,3,2,1,1,1,1,1,3,3,4,4,3,4,5,4,4,4,4,2,3,3,2,3,2,2,2,1,1,1,1,2,2,2,2,1,3,1,3,2,3,3,2
"560",560,"male","white","yr2","STEM","math04","Visual",560,1,4,1,5,3,2,1,4,1,4,5,3,4,1,1,2,1,1,4,5,5,4,3,1,2,1,2,3,1,2,2,4,2,3,3,2,4,2,3,4,1,3,3,2,4,1,2,1,3,4,2,2,4,3,4,1,2,3,2,4,2,3,3,1,2,1,3,1,2,3,4,2,2,2,3,5,3,4,2,2,2,2,3,2,2,2,2,2,3,3,2,1,2,2,2,2,3,3,2,2,2,1,2,3
"561",561,"male","white","yr1","Business","math03","Kinesthetic",561,2,2,1,2,3,1,1,5,1,2,2,3,5,2,1,1,1,1,4,2,2,4,4,4,3,5,4,5,5,4,4,5,5,4,5,5,4,5,4,3,3,4,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,5,4,4,4,5,5,5,4,1,4,2,2,3,4,5,4,5,4,5,3,2,3,1,2,3,4,2,3,3,2,2,1,3,2,1,1,2,2,3,3,3,3,1
"562",562,"male","other","yr1","STEM","stats","Visual",562,2,3,1,4,3,1,3,2,2,3,4,3,2,2,1,1,3,2,4,4,4,2,4,3,4,5,4,5,5,4,4,3,2,4,2,3,4,3,2,3,4,4,3,2,3,4,5,4,1,2,3,4,5,4,3,5,4,3,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,4,3,2,2,3,3,3,3,2,2,2,3,1,1,1,2,2,2,3,2,2,2,2,1
"563",563,"male","white","yr1","Business","math03","Visual",563,2,4,1,3,4,1,1,4,3,4,3,4,4,2,1,1,1,3,2,4,4,2,3,3,2,4,4,2,3,4,3,3,2,3,3,4,3,4,4,4,3,2,2,4,4,4,3,3,4,3,4,4,4,4,4,2,4,2,3,3,2,4,2,2,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,1,1,1,1,2,1,3,1,2,2,2,2,3,3,2
"564",564,"female","white","yr2","STEM","math03","Visual",564,2,2,1,2,5,2,1,5,3,2,2,5,5,2,1,2,1,3,4,4,3,4,4,3,2,4,1,4,5,5,5,4,5,1,4,2,2,4,4,1,3,4,4,4,5,5,4,4,5,4,3,1,2,5,5,2,5,5,3,4,5,5,1,1,1,1,1,1,1,2,2,2,1,2,2,5,5,3,2,2,1,2,2,2,4,4,2,3,2,1,1,1,1,2,1,2,1,2,3,3,2,2,3,2
"565",565,"male","Black","yr3","STEM","math03","Auditory",565,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,5,4,5,4,2,2,1,2,1,5,5,5,5,5,5,5,5,5,3,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,4,5,5,2,2,4,3,2,2,2,3,3,3,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,1,2,2,1,1,1,3,1,2,3,3,2,1,3,2,1,2,1
"566",566,"female","other","yr2","Other","math04","Auditory",566,1,4,1,3,3,2,1,5,2,4,3,3,5,1,1,2,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,2,2,2,2,2,4,3,3,3,2,2,2,3,3,3,3,2,2,3,1,1,1,3,1,2,1,3,2,1,1,2,3,3,2
"567",567,"male","Black","yr1","Other","math02","Auditory",567,5,5,5,5,3,5,5,5,3,5,5,3,5,5,5,5,5,3,1,1,1,1,5,3,1,3,5,5,1,3,3,1,1,1,3,1,1,1,5,1,1,1,1,1,1,3,2,3,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,5,5,5,2,5,5,5,5,5,5,1,1,1,1,4,4,2,3,1,1,4,1,3,2,3,2,1,1,1,1,2,1,3,1
"568",568,"male","white","yr3","STEM","math04","Kinesthetic",568,1,2,2,3,4,2,2,3,2,2,3,4,3,1,2,2,2,2,3,2,4,3,4,3,2,4,4,4,4,4,3,4,4,3,2,5,2,2,3,3,3,3,3,4,2,3,2,2,2,3,3,2,3,3,4,3,1,3,3,2,3,2,2,1,4,2,3,2,3,3,4,4,4,3,4,4,4,4,4,4,2,1,1,1,3,3,1,2,1,1,1,1,3,2,2,3,1,2,2,3,2,3,3,3
"569",569,"female","white","yr1","Other","math04","Kinesthetic",569,2,4,2,3,2,3,2,4,2,4,3,2,4,2,2,3,2,2,3,4,4,2,4,4,1,1,3,4,2,4,2,4,4,2,4,3,3,3,4,2,2,2,2,2,1,4,2,1,4,4,4,3,3,4,3,2,3,4,1,1,2,4,2,2,2,1,3,3,4,4,2,1,2,1,2,3,3,3,3,2,3,2,3,4,4,4,2,3,2,3,1,1,3,1,2,3,1,2,3,3,2,1,3,1
"570",570,"male","white","yr1","Other","math01","Visual",570,1,2,2,2,2,1,1,5,4,2,2,2,5,1,2,1,1,4,1,1,2,2,3,3,3,1,2,2,1,1,2,3,2,2,2,3,1,1,1,1,2,2,2,3,3,2,3,2,3,2,3,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,2,3,3,3,4,2,2,3,4,3,3,3,2,2,3,2,3,2,3,3,2,2,1,3,2,3,2,2,1,1,3,1,2
"571",571,"female","white","yr2","Other","math02","Visual",571,2,3,1,3,4,2,1,5,1,3,3,4,5,2,1,2,1,1,4,2,5,1,4,4,1,1,1,1,1,5,4,3,3,1,1,1,1,3,3,1,1,2,3,3,3,1,1,3,5,4,2,1,3,3,3,3,1,3,1,3,3,3,1,5,5,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,1,1,1,3,3,2,2,3,1,1,1,1,3,1,1,2,3,2,2,2,3,1,2,3
"572",572,"female","other","yr1","STEM","stats","Kinesthetic",572,2,5,2,5,5,3,3,5,2,5,5,5,5,2,2,3,3,2,1,4,2,4,3,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,4,3,1,3,4,2,4,2,2,2,2,2,3,4,3,2,2,2,1,1,2,2,3,3,3,3,1,1,1,1,3,1,3,2,3,1,3,2,2,3,2,3
"573",573,"female","white","yr1","Other","math03","Kinesthetic",573,3,3,1,3,4,2,1,5,3,3,3,4,5,3,1,2,1,3,3,3,3,3,2,3,1,4,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,4,1,2,3,2,2,1,4,1,1,2,1,1,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,4,2,2,2,2,1,1,3,1,1,2,3,1,1,3,2,2,3,3
"574",574,"male","white","yr1","STEM","math03","Visual",574,1,3,1,2,2,1,1,4,1,3,2,2,4,1,1,1,1,1,5,1,5,2,3,2,1,2,3,3,2,4,3,4,3,2,3,3,2,2,4,4,5,3,4,3,3,4,4,3,5,4,4,3,2,4,2,3,4,4,3,2,2,4,1,2,2,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,2,4,4,1,4,3,1,2,3,2,1,1,3,2,1,2,1,2,3,2,1,3,3,2
"575",575,"female","white","yr1","Other","math02","Kinesthetic",575,3,5,3,5,5,4,4,5,3,5,5,5,5,3,3,4,4,3,1,5,3,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,2,3,3,3,2,2,3,2,3,3,2,2,3,2,3,3,2,1,3,3
"576",576,"male","white","yr1","Business","math02","Auditory",576,3,2,4,2,1,2,1,1,1,2,2,1,1,3,4,2,1,1,4,4,4,4,4,3,3,5,5,4,5,5,4,5,5,4,4,4,3,4,4,4,3,4,3,4,3,3,2,4,4,3,3,4,3,3,2,5,5,4,5,2,5,5,5,4,4,5,4,3,5,3,3,3,3,5,3,3,3,3,3,3,2,2,2,2,2,1,3,3,2,2,1,3,1,1,2,1,1,1,2,1,2,1,1,1
"577",577,"female","white","yr1","STEM","math01","Auditory",577,1,4,2,4,5,3,3,5,3,4,4,5,5,1,2,3,3,3,2,4,4,4,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,1,2,3,3,3,4,2,2,2,4,3,2,2,5,3,3,4,2,3,3,2,2,2,4,3,2,3,3,4,4,4,1,2,2,1,2,3,2,2,2,2,1,2,2,3,3,3,2,3,2,2,1,2,3,1,1,1,3,1,1,1,2,1,3,3
"578",578,"female","white","yr1","STEM","math01","Auditory",578,2,3,2,3,2,1,2,2,1,3,3,2,2,2,2,1,2,1,4,3,3,2,2,3,3,3,2,2,4,1,3,3,2,3,3,2,2,5,3,2,3,2,2,3,3,2,2,3,3,2,3,3,2,2,4,1,2,2,1,1,4,3,2,2,3,3,2,2,1,5,1,2,2,4,3,3,3,3,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,2,1,1,1,1,2
